calle,comuna,numero_region
Gral Venegas 606,,
Avda collin n 883,,
Lientur 1457,,
Elqui 275,Talcahuano,8.0
Caupolicán 101,,
Pje. 14 430,,
lautaro  2165,,
Matta 190,Talcahuano,
Jaen 147,,
Pedro Mayoral 344,,
Heras 284,,
Loncomilla 960,San Pedro de la Paz,8.0
Conumo 126,,8.0
el cabildo 240,,
Pablo Neruda 216,,
Juan Macaya 1324,,
Finlandia 2203,Concepción,8.0
Chacabuco 485 1301,,
Cam. A Nahueltoro,,
Gabriel Toro 334,,
Jaime Repullo 695,Talcahuano,8.0
Calle Ntra. Sra. de las Nieves,,
Colchagua 1048 Diego Portales,,
Ohiggins 1316 501,,6.0
Calle Pemuco 9316,,
Manuel Gutierrez 1437,,
Av. San Sebastián 916,Concepción,8.0
Angela Fonseca 61,,
Arlegui 547 403,,
Sicilia 8032,Hualpén,8.0
Toscania 3620,Hualpén,8.0
Arturo Prat 94,,
13 km from Llifén - Maihue,,
Los Suspiros 50,Tomé,8.0
Antartica 5287,,
Av. Jorge Montt 15,,
Km 9 Las Mariposas Chillan,,
Volcan Osorno 3734,Talcahuano,8.0
Sta. Amelia 281,,
Km 3 sitio 3 sin numero,,
N-77,,
Los cerezos 3678 Lagunillas,,
Los Changos 542,,
Av. Ejército Libertador 46,,
Bernardo O'Higgins Pte. 50,Concepción,8.0
Maipú 301,Maipú,8.0
G66R+74,,
san bernardo 679 fernando may,,
Francisco Bilbao 3070,Providencia,13.0
Direccion Av libertad 1137 of 301 Chillanservido medicos,,
Pasaje Gran Bretana 3780 Pobl Osvalo Munoz C,,
Arteaga Alemparte 8811,,
Los Acacios 363,,
5 DE ABRIL 298,,
Comino a Boyen 841,,
Los Franciscanos 27,,
Anibal Zanartu 2827,,
Av. Jorge Alessandri Rodríguez 2047,Concepción,8.0
Saint Margaret 055,,5.0
1 Sur 948,,
Sector Tricauco SN Santa Juana,,
Los Pirineos 90,,
Polonia 3672,,
Kilómetro 4 las mariposas  Pasaje los Alpes,,
Av Latorre 1195,,
Arturo Prat 390,Concepción,8.0
Camino a Coelemu km 1,,
Fresia 775,Concepción,8.0
Libertador Gral. Bernardo O'Higgins 1186,Concepción,8.0
N-860,,
Patio de Las Terrazas Local 113 Chillán,,
Camino A Huape Km 6,,
Panamericana Norte 1850,,
5 de noviembre 203 zañartu,,
26CW+2F,,
Diputado Marcelo ChAvez 2811 dpto 101 Frutillares,,
Pedro León Gallo 954,,
Aviador Acevedo 521,,
AV. KENNEDY S/N,,
Av. 21 de Mayo,Concepción,8.0
Libertador Gral. Bernardo O'Higgins 770,Concepción,8.0
Ricardo Claro 945,Concepción,8.0
Parcela Interior Cosmito 6,,
Blanco Encalada 701,,
Camilo Henríquez 470,Concepción,8.0
Calle Ejercito 1418,,
Brasil 70 San Vicente,,
Camino a Nacimiento KM 1-2,,
Luis Uribe 3502,,
Sepúlveda Bustos 1071,,
Principal 340,Talcahuano,8.0
San Vicete sn,,
Camino a Coronel Interior 5980,Coronel,
C. Uno 105-147,,
Bilbao 2120,,
Los Pinos Esq Los Sauces 149 Cholguan Estacion,,
Maihue Lake,,
Genoba 1066,,
Paicaví 270,Concepción,8.0
Patagual Nte. 1900,,
Av. Brasil 855,,
Río Renaico 6111,Talcahuano,8.0
Camino Villa Baviera Parcelas las Vegas de Libuy # 15 Bulnes,,
PATRICIO LYNCH 35 2PISO,,
Isabel Riquelme 942,Concepción,8.0
Luis Acevedo 3525,Talcahuano,8.0
Manuel Rodríguez 23,,
1 Norte 797,,
Pasaje El Carmen 1433,,13.0
Avda Arturo Prat 264,,
Pje. Sta. Inés 1773,,
Nueva pontiente 558,,
Pasaje 1 2222 18 Septiembre,,
Secundino Carcamo 215,,
Población wycker calle cristobal Colon 363,,
Pasaje Albert Obres 717,,
Las Mariposas,,
Jaime Repullo 1360,,
camino Concon km 2 Parque Industrial Quintero,,
Felix de Amestica 90 Piso 3,,
Los Aromos pasaje españa 2380,,
Pasaje las vertientes villa nonguen,,
C. Carrera 270,,
Jaramillo 1005,,
Avda San Pedrodel Valle 1905 Casa 17 Condominio Los Arreyanes,,
Italy,,
C. Nueva 7381,,
Benjamin Subercaseaux 319,,
Cochrane 231,Concepción,8.0
Aníbal Pinto 469,Talcahuano,8.0
Jose Miguel Carrera 434,,
Ñuble Punilla,,
Galvarino 147,,
David Gazmuri 250,,
San Martin 553 Piso 2,,
cam. camino chillan-confluencia km 22,,
Manuel Rodriguez 825,,
Andres Bello 113,,
Av Costanera Parcela 9 5800,,
Avenida Manuel Montt 01251,,
Camino Pinto Kilometro 10 Callejon San Nicolas Norte s/n,,
San Martin 533 oficina 704,,
Eugenio Orrego Vicuna 3561 Villa San Marcos,,
Las Violetas 227,Concepción,8.0
Parque de la Madera 30,,
Jaime Repullo 561,Talcahuano,8.0
Las Ágatas 489,,5.0
Talcahuano,Talcahuano,8.0
Libertador Gral. Bernardo O'Higgins 680,Concepción,8.0
Sgto. Aldea 1040,,
Pasaje Huiscapi 242,,
Los Puelches 649 La Gloria,,
Pje. San Mateo 221,,
Héroes de la Concepción 117,Concepción,
O'Higgins,Coronel,8.0
# RUTA Q20 HIJUELA EL MAITEN N1 PTE PERALES CACHAPOAL LAJA,,
Barros Arana 815,Concepción,8.0
Calle Ancahual 544 Cerro San Francisco,,
Villarrica 244,,
Av los puelches 939 población Ramón vinai,,
San Martin 524,,
Calbuco 8122,Concepción,8.0
Diego de Almagro 636,Concepción,8.0
Caupolicán 567,Concepción,8.0
Av. Las Industrias 3265,,
Pasaje 10 1311 405 Vega del Maule,,
Chillan,,
C. de servicio Violeta Parra Sandoval,,
Av. Golfo De Arauco 3638,Coronel,8.0
Arturo Prat 156,,
Badajoz 236 Valle Noble,,
Brasil 510,,
Serrano 653,Concepción,8.0
Au. Panamericana Nte. 269,,
Las Compuertas 1930,,
Reino de Castilla 9427,Concepción,8.0
Camilo a palillo km 2 santa Olga,,
Av del parque 5275 03,,
Sector Cachapoal 1,,
Av. Pedro Aguirre Cerda 548,,
Av. Andrés Bello 2325,Providencia,13.0
Avenida Tucapel huepil 176,,8.0
Radal 587,Talcahuano,8.0
Conquistador sur 450,,
Camino a pata de gallina km 0.4,,
Diego Portales,Concepción,8.0
Conquistadores Norte 70 D 303 Cond Isabel La Catolica,,
Ignacio Carrera Pinto 69 Ramadillas,,
LT 1 B San Luis Pedregal SN Camino Yungay Chol,,
Vicente Palacios 2920,,
Ruta 150 Camino a Penco Km 6 SN,Penco,
Diag. Las Termas 1002,,13.0
Baquedano 1397,,
Patricio Lynch 232,Concepción,8.0
Los Araucanos 525,Talcahuano,8.0
Colo Colo 451,Concepción,8.0
Purén,Hualpén,8.0
Av San Vicente 679 Nueva Los Lobos,,
Sin Factura,,
Riquelme 550,,
C. B,,
El Michay 4194,Talcahuano,8.0
Av. Pdte. Jorge Alessandri Rodriguez 3177,Talcahuano,8.0
Cam. El Aguila,,
Padudo 6971 diego portales,,
Freire 1255,Concepción,8.0
Carlos Condell 715,Penco,8.0
Avda Colon 1038,,
Ramón Carrasco 375,Concepción,8.0
Condominio Industrial Pymes San Luis De Lo Pinto III Cacique Colin 2003,,13.0
Calle 1 casa 3672 villa San Francisco,,
Poblacion Zanartu simon bolivar 1105,,
Av Jorge Alesandri 1480,,
Angol 1710,Concepción,8.0
Los Pinos 186 Carlos Condel,,
O'Higgins 99,Talcahuano,8.0
Primero de Enero 291 Boca Sur,,
Uno Pte. 3425,,
Jaime Repullo 3129,Talcahuano,8.0
Barros Arana 492,Concepción,8.0
Los Maitenes 1105,,
San Martín 639,Talcahuano,8.0
Bajos de Jiménez 2699,,13.0
2 oriente 101 pobl Esmeralda,,
Angol 47,Concepción,8.0
O-66-N,,
Camino San Javier Km 6,,
Av. Sta. María 7450,Hualpén,8.0
ruta n 55 km 43,,
Lote 17 bella vista chillan,,
Orella 444,,
Los Notros 449,Talcahuano,8.0
LucumavidaSur SN,,
San Martin 553 Of 901,,
Pje. Cerro Barón 92,,
Las Almendras 4291,Talcahuano,8.0
Talcahuano,Talcahuano,8.0
Schleyer 150,,
Camino a Santa Juana KM 27,,
Av Golfo De Arauco 3658,,
Libertador Gral Bernardo 680 A 230,,
Errázuriz 3269,,
Las Araucarias 2151,Chiguayante,8.0
Cerro Colorado 5858,Santiago,13.0
Anteres 3 Villa Los Radares,,
Ejercito 1587,,
Patricio Lynch 215,,
sector piulperia kl 28 ruta 146 cabrero,,
Los Yaganes 1786,,
784C+Q5,,
Corral 8122 Lan C,,
avenida central 146 sector hornos calero,,
Raúl Parada 63,,
Libertad 739,,
Gral. Novoa 415,Concepción,8.0
RUTA N 97 KM 2 LT B 4 SECTOR MONTECRISTO,,
Av. O'Higgins 3630,,6.0
Tarragona Norte 2127 lt 39 mze 4 valle noble,,
Juan Antonio Ríos 801,Talcahuano,8.0
Bahia san vicente 678 nueva los lobos,,
Joaquín Prieto 61,Concepción,8.0
Río Chillán 1335,,
Gral Cruz 1279,Concepción,8.0
Las Rosas 1147,,
San Ramón kl 5 parcela el granodo,,
Noruega 1340,Hualpén,8.0
Camilo Mori 988,,
El rosal Kilometro 27,,
Taucu,,
Anibal Pinto 469,,
Sgto. Aldea 542,,
Argentina 79,Talcahuano,8.0
Calle Victoria 1059,,
Pp San Luis Cerrillos PC 1 LT B Diguillin,,
Maipú 414,Maipú,8.0
Av Las Camelias 1194 Villa Los Girasoles,,
Colon 1699,,
Jerusalen 346 lomas coloradas,,
Badajoz Sur 200,Hualpén,8.0
Volcan Chillan,,
El Quillay LT. 1,,
Ejército,Concepción,8.0
El Quilquil 4619,Talcahuano,8.0
Av. Andrés Bello 2777,Las Condes,13.0
Brasil 559,Talcahuano,8.0
Ecuador 281 San Vicente,,
Camino a Huape km9 Chillan,,
DIEGO PORTALES 178 CHILLANCITO,,
Hualpén,Hualpén,8.0
Dieciocho de Septiembre,,
Manuel de Salas,,
Calle Doce 559 Con Con,,
Avda Forestal 1109 Parque Industrial,,
Manuel Bulnes,Concepción,8.0
San Martin 553,,
Talcahuano,Talcahuano,8.0
Av. Andalue 2737,San Pedro de la Paz,8.0
Albacete 730,Concepción,8.0
Chillán,,
FUNDO EL SAUCE  HIJUELA 3,,
Seis Sur 319 P Lynch H,,
Talquipen,,
sn,,
Alonso de Ercilla 92,,
Esmeralda 74,,
Arturo Prat 306,,
Camino antuco kilometro 16,,
Rodrigo de Triana 536,,
Cra. 49,,
Los Eucaliptus 3927,Talcahuano,8.0
El Boqui 238 Huachicoop,,
Zapallar,,5.0
Álvarez de Toledo 771,,13.0
Nuble Rupanco 569,,
El Roble,,
Los Olivos 288,San Pedro de la Paz,8.0
Constitución 846,,
Av. Los Carrera 1420,Concepción,8.0
3840313 San Carlos,,
Arturo Prat 264,Concepción,8.0
Anibal Pinto 472,Concepción,8.0
Cholguan Norte S/N,,
Freire 660,,
Schuyler 120,Talcahuano,8.0
Las Violetas 42,Concepción,8.0
Av. Sta. Fe 3253,,
Ones de Loyola 27,,
Avenida Santa Maria 2652,,
Gabriel Toro 334,Talcahuano,8.0
Los Paltos 2769,,
Pedro Montt 52 San Vicente,,
San Ignacio 35,,
Juan Valiente 119,San Pedro de la Paz,8.0
Av las violetas 646 Pueblo Seco,,
El Roble 2164 Laguna Redonda,,
Valle del Sur 3229,,
Senda Cinco,Concepción,8.0
Caupolicán 246,Concepción,8.0
Av. Mariscal Ruiz de Gamboa 1290,,
Matta 100,Talcahuano,8.0
Av. Andalién 299,Concepción,8.0
H6PF+VM,,
Jaime Repullo 375,,
Colo Colo 261,Concepción,8.0
Los Sanhuezas 28 St 14 Aldea Los Sanhueza Null,,
Dieciocho de Septiembre 525,,
O'Higgins 380,,6.0
Variante Kato KM 3 Parcela 16,,
Gamero 680,,
Maipón 408,,
Los Ceramistas 8640,,13.0
Camino Las Trancas 1793,,
Gran Bretana 3114,,
Colton Quillay km 1.5,,
Freire 1415 Of 301,,
Camino Cerro Colorado Km 2  5,,
Av. Luis Thayer Ojeda 0115,,
Chacabuco 37,,
Libertador Gral. Bernardo O'Higgins 1186,Concepción,8.0
Almte. Latorre 1195,Talcahuano,8.0
C. LL 1201,,
Serrano 198,Talcahuano,8.0
Los Acacios 56,Concepción,8.0
av. las violetas 646 San Ignacio,,
Jotabeche 3395,,
Sgto. Aldea 28,Talcahuano,8.0
Exeter,Concepción,8.0
Fray Bartolome Pozo 372 Unid 21 Cond N 1 Lo Galindo,,
Esmeralda 0346,,
Los Lobos 1445,Talcahuano,8.0
Guillermo Velasco 287,,13.0
Veinte de Agosto 1299,,
Panamericana Norte 18900,,
Echevarria 324 Gaete,,
Ongolmo 1304,,
Barros Arana 492 Oficina 78,,
Samuel Banbach 364,,
Avda Argentina 223 San Vicente,,
Riquelme 550,Talcahuano,8.0
Los crisantemos,,
FUNDO SAN JUAN PARCELA 6,,
SN Jose Palomares LT 38 del LTB,,
Quinel Sur 2484,San Pedro de la Paz,8.0
gasmuri 737,,
Km 5;4 cam a Yungay. Sin  numero,,
Pasaje rupanco 400 andina 3 el bosque,,
Parque industrial Curanilahue lote 6,,
Tegualda 860,Concepción,8.0
Pasaje Rio Blanco 2067 PB S Allende,,
Manten 151 Las Higueras,,
Pristina 2340 Patricio Aylwin,,
Av. Ossa 235,,13.0
Huambali 50,,
Ramadillas de Lircay 3380,,
Ruta 43 901,,
navarino 01170 interior,,
N-59-Q,,
Diego de Almagro 7,Concepción,8.0
Malaquías Concha 747,Talcahuano,8.0
Isla del Rey,,
Cochrane 939 Departamento 3,,
Rengo 68,,
Tucapel 564,Concepción,8.0
Autopista 6350,,
Juan de La Cruz Tapia 215,,
Av. 2 Sur 1000,,
Pasaje Santa Graciela 716 Villa San Carlos De Dinahue,,
Cerro El Plomo 5931,Las Condes,13.0
Los Alacalufes 376,,
Octavio Jara Wolf 96,,8.0
Evangelista torricelli 1679,Talcahuano,8.0
Avda Forestal 1101 Parque Industrial,,
Manuel Bulnes 1131,Concepción,8.0
Avda 21 de Mayo 51,,
Esperanza 587,Chiguayante,8.0
Barbosa 1273,,
Av Vitacura 2771,Las Condes,13.0
4130000 Talcahuano,Talcahuano,8.0
Lote 19 las cabras kl 10 camino a coihueco,,
Ruta 090 Km 2 Laja,,
O-565,,
Av. Latorre 399,,
Castellón 1659,Concepción,8.0
Francia 236 Gaete,,
Thomas somerscales 116,,
Rosal bajo km 21 pinto,,
Av. Pdte. Jorge Alessandri Rodriguez,,
Costanera 923,,
Maipu 13,,
Sor Teresa de Los Andes 1404,Concepción,8.0
Las Violetas 42 Collao,,
Av. Héroes de la Concepción 255,Concepción,
Volcan Osorno 3421 San Marcos,,
Los Vascos 1809 Parque Residencial Bayona,,
Avda Almirante Latorre 1099,,
Los Maitenes,,
Egaña 248,,10.0
N-59-Q 45,,
Acceso A Camino A Cato,,
Alicante 206 LT 18 Mzb 2 Valle Noble Concepcion,,
El Guanaco Santa Alicia lote C,,
LOs Tilos 1159,,
LIMARI 1813 NUEVA RIO VIEJO,,
Avenida Autopista 6930,,
Barros Arana 3171,Concepción,8.0
Villa el sol calle nuevo amanecer 1025,,
Arturo Prat 259,,9.0
Av. 21 de Mayo 2702,Concepción,8.0
Germán Riesco 3329,Talcahuano,13.0
Gral Cruz 484,Concepción,8.0
San Martín 553,Concepción,8.0
romeral sn hijuelas,,
Alto Horno 385,Talcahuano,8.0
Chillan,,
El Manzano LT B-1 Lloicura,,
Molo de Abrigo S/N FF 05,,
Gral. Cruz,,
Manuel Rodriguez 493 caleta el morro,,
Camino parque lantaño,,8.0
Isla Juan Fernández 414,Talcahuano,8.0
Manuel Rodríguez 475,,
Cam. A Caleta Tumbes 47,Talcahuano,8.0
Aníbal Pinto 85,Talcahuano,8.0
Calle Santiago 255 Cerro Zaror,Santiago,13.0
Juan Macaya 70,,
San Jose 130,,
Los Maitenes 549,,9.0
Ruta 5 sur km 351 parral,,
Cipriano Medina 1083,,8.0
Isla Apiao 761,Talcahuano,8.0
Uno Nte. 797,Concepción,8.0
San Pedro de la Paz,San Pedro de la Paz,8.0
Colon 3188,,
Ruta 5 Sur Km 789 Fundo los Laureles,,
pasaje lago yelcho 221 Lote 950 portal San Pedro,,
Colón 1115,Talcahuano,8.0
Santiago Watt PJ M Lizama 211,Santiago,13.0
Quilleco,,8.0
Baquedano 2128,,
Volcan osorno 4758 villa bahia,,
Américo Vespucio 464,Talcahuano,8.0
Julio Lamas 66,,
Panamericana Norte 570,,
Luis Acevedo 3960,Talcahuano,8.0
Grecia 906,Hualpén,8.0
Jaime Repullo 860,,
Anibal Pinto 978,,
N-59-Q 268,,
Mons Alarcón 195,,
Almte. Latorre 953,Talcahuano,8.0
Av. Las Industrias Pedro Stark Troncoso #1015,,
Sanders 200,,
Pedro Aguirre Cerda 509,,
Palermo 504,,13.0
Pangalillo Lote 1 Sitio 14,,
Constitución 113,,
Galvarino 2018,Concepción,8.0
Jaime Repullo 3065,Talcahuano,8.0
Villa primera pasaje Gabriela mistral 105 chillan viejo,,
Km  20 camino a Coihueco,,
Leucotón 398,,
Gral. Cruz,,
Av. Alemana 123,Concepción,8.0
las pataguas sn portezuelo,,
Argentina 1,,
Jaime Repullo 2295,Talcahuano,8.0
Coihueco,,
Au. Panamericana Nte. 582,,
Antonio Varas 376-574,Concepción,8.0
Ejercito 435 Don Cristobal 301,,
Los Castaños 6665,San Pedro de la Paz,8.0
Parcela 11 Fundo Monterico,,
Parcela 15 San Antonio Cato Km,,
O'Higgins 798,,6.0
2 Oriente 497 Leandro Moreno,,
Lt 3 hj 2 Pc 15PP la victoria,,
Jaime Repullo 860,,
Manuel Bulnes,,
Jaime Repullo 1234,Talcahuano,8.0
Suecia 2570,,
Los Araucanos 1216 La Gloria,,
Los espinos parcela 39 coihueco,,
Caracol 790,Tome,8.0
Los Castanos 28 Camposanto,,
Fundó San Joaquín parcela 31,,
Chanarcillo 650,,
Serrano 34,Santiago,13.0
La Greda 1127 caleta del Medio Coliumo,,
Caburgua,,
Rengo 68,Concepción,8.0
Arturo Prat 616,Concepción,8.0
Río Pilmaiquén 5341,Talcahuano,8.0
Santa Maria 112 Casa 20 Cond Dona Florencia,,
Ignacio Serrano 570,Penco,8.0
Cam. A Cape,,
Parque Industrial - Calle Tres,Concepción,8.0
Cristóbal Colón 108,,
4300818 Talcahuano,Talcahuano,8.0
Antonio Varas 1101,Concepción,8.0
Avda Quirihue SN,,
Parq Ind Escuadron 2 Km 17 5,,
Quilacura,,
Pellumenco 1545,,
Chillán,,
El Sauce 831,,
Aníbal Pinto 340,Talcahuano,8.0
Av. Alemania 684,,8.0
Portal Industrial KM 14 Ruta 160 LT 4,,
Arturo Prat 390,Concepción,8.0
Juan de Dios Rivera 1675,Concepción,8.0
Patricio Gonzalez 19 Villa Alfaro,,
Ruta 180 km 23,,8.0
SERRANO 370,,
4081092 Concepción,Concepción,8.0
Cerro Colorado 5240,Las Condes,13.0
Parcela 26 lote B,,
Anibal Pinto 509,Concepción,8.0
Conde de La Conquista 182,Concepción,8.0
P4HF+4J,,
Griselda 445,Talcahuano,8.0
Jaime Repullo 2330,,
Anibal Pinto 372,Concepción,8.0
Santa Catalina de Siena 272,,
Pasaje 4 4190 Los Notros II,,
Puerto San Vicente 1372,,
Arboleda 88 Departamento Lote 304,,
Camino a Cape s/n,,
Km 09 Lote Q Camino Lo vargas,,
Av. Ecuador 11,,
Pasaje Degas 113,,
Panamericana Ruta 5 Norte parcela 8 KM 4 Chillan,,
Av. Lo Ovalle 533,,13.0
Albert Olbrecht 3363,Talcahuano,8.0
Bogota 578 Parque Las Americas,,
Dieciocho de Septiembre,Talcahuano,8.0
RIO VIEJO 861,,
Juan Martínez de Rosas 1296,,
pasaje los chanares 583 villa los alpes,,
Talca,,
Av. Araucana 1193,,8.0
Los Ingenieros 947,Coronel,8.0
Camino A Coihueco KM 4,,
ARTURO PRAT 196,,
Avenida Las Industrias 7215,,
Juan Paulino Flores 310,,
4080319 Concepción,Concepción,8.0
Freire 660,Concepción,8.0
Marcella 1813,,
Los Notros 562,,
Baquedano,,
Caracol 190,Concepción,8.0
Calle Principal 10 Caleta Tumbes,,
Benavente 511,,10.0
David Fuentes 295,Talcahuano,8.0
Algarrobo 3667 Santa Cecilia,,
Camino a Lirquen 145 penco,Penco,
Villa Martín luis de gamboa  174 chillan,,
E Barboza 262,,
Av. Costanera 9781,Hualpén,8.0
Chimbarongo 7027,,
Quelentaro 1068,,
Shangri-La Interior,,
Venecia 333 Santa Clara Salinas,,
Rio Manso 587,,
Yungay 396,,
Camilo Henriquez 166 Cerro Buena Vista,,
Sitio 8 p. p  El Carmen Santa Clara,,13.0
Doce de Febrero 526,,
Barros Arana 492,,
Dos Pte. 7076,Talcahuano,8.0
LA GREDA 1037 COLIUMO,,
Sarmiento de Gamboa 846,,13.0
Parral,,
Quinta las Rozas sin numero,,
Lorenzo Arenas 184,Concepción,8.0
Los Limoneros 3892,Talcahuano,8.0
Montecillo kl 2.3 san Carlos,,
La Unión 503,Concepción,8.0
Rafael Miranda 17,Concepción,8.0
Sgto. Aldea 115,,
Av Andalien 424 Arenas del Bio Bio,,8.0
Jorge Herrera 713,,
Arauco,,8.0
Veintiuno de Mayo 51,,
PC2 IT FDO LOS MAITENES S N,,
Los dominicos las arboledas 301,,
Calle los Pinos 104,,
Cancha de los Litres,,
4260219 Talcahuano,Talcahuano,8.0
3800771 Chillán,,
Américo Vespucio 280,,
N-353,,
Ohiggins 437,,6.0
Pullay,,
Av. Los Carrera 27,Concepción,8.0
Pje. Veintiuno 2274,Concepción,8.0
Av Jorge Alessandri 5001,,
Manuel Rodríguez 825,,
La Espiga 857,,
Florida,,8.0
Camino el Sur 488,,
Guillermo Cox,,13.0
Volcán Tacora 462,Talcahuano,8.0
Av. O'Higgins 2484,Chiguayante,8.0
Pje. Ocho 204,Concepción,8.0
Av. 3 Poniente 245,,
Uno Pte.,Concepción,8.0
Manuel Bulnes 1637,Concepción,8.0
Edgardo Pereira,,
Los Cardenales,,
Cerro Negro,,
El Rodeo 433,,
direccion test3 Atacama Copiapo,,
Diego Portales 350,Concepción,8.0
Avellano,Concepción,8.0
Almte. Neff 270,Talcahuano,8.0
D quiroga 83 lirquen,,
Lautaro 181,,
Salomón Sumar 3420,,13.0
Francia 25-99,,
Camino a Nacimiento Km 7 sn,,
Av. Brasil,,
Los Naranjos 104 Villa el Aromo,,
Los Naranjos 104 Villa El Aromo,,
Psje 36 Casa 382 Brisas del Sol,,
Exequiel Larenas 579,,
Independencia 2475  B,,
San Alberto Magno,,
Walker Martínez 671,,13.0
Anibal Pinto 205,Concepción,8.0
Agua Marina 730,,
Av. del Parque 5339,,13.0
Calle 8 casa1077 San Marcos 2000,,
Av. Gran Bretaña 5271,Hualpén,8.0
CAROL URZUA 234 GENERAL PARRA,,
Bulnes 495,,
Vicuña Mackenna 1150,Concepción,8.0
San Ignacio,,
Costanera Rivera Norte 6800 Sitio 6 Parcela 6,,
Kilometro 5 Camino Santa Juana,,
Av. Las Industrias 1245,,
Av. Cristóbal Colón 4074,,
SARGENTO ALDEA 1091,,
Jaime Repullo 574,,
Marco Polo 938 modulo 11,,
Cam. El Venado 560,San Pedro de la Paz,8.0
Av. Forestal 929,Concepción,8.0
Balmaceda 776,,
Los Notros 284,,
Ebro 2705,,
Veinte de Octubre,,
Av ohigggins 1708,,
Geronimo de la vega 1350,,
Villa Baviera,,
Libertador Gral. Bernardo O'Higgins 1295,Concepción,8.0
Rafael Jaramillo 1005,,
Av. 21 de Mayo 3225,Concepción,8.0
Thomspon 42,,
CENTRAL NUBLE RUPANCO 24,,
Yugoslavia 1896,Concepción,8.0
Orompello 1153,Concepción,8.0
Isla Campana 387,,
Profesor Carlos Porter N 8 Oficina 202,,
Rene Schneider 543 Lomas Coloradas,,
Av. Alameda Libertador Bernardo O'Higgins 42,,6.0
Transportes Lamar 1621,,
San Joaquín,Santiago,13.0
Cam. Nueva Los Lobos 1325,,
Caupolicán 1490,,9.0
Pasaje Volcan Villarrica 100 Jorge Alessandri,,
Florindo Lagos 517,,
Villa Rios del Sur - Av. Reino de Chile s/n,,
Av. Gran Bretaña,Hualpén,8.0
Anibal Pinto 1649,,
Latorre 1291 San Vicente,,
Camilo Henríquez 2222,Concepción,8.0
Ongolmo 2155 b,,
San Martín 553,Concepción,8.0
Emilio Rodríguez 751,,
Coihueco,,
Jaime Repullo 828,,
Constitución 681,,
4RVR+R2,,
Prof.ª Amanda Labarca 124,Santiago,13.0
4280708 Talcahuano,Talcahuano,8.0
caupolican 365,,
Parcelas celinas pasaje Emilio Km 4 camino a Huape Chillan,,
Fundo santa eloisa Hualpén,Hualpén,
Avenida Las Industrias 2360,,
Max Jara 2436 Santa Sabina,,
La Divisa 1100,,
Los Castanos Lote 2 Cholguan Norte,,
Antonio Varas 95,,
Lientur 669,Concepción,8.0
Cerro El Plomo 5420,Las Condes,13.0
Ángeles S/N,,
Los Aromos P Central 44 ST 24,,
Alonso de Córdova 6008,,
Pasaje del Bosque Sur 1460 Bosque Mar,,
1 Poniente 123 oficina 411 Viña del Mar,,
Los Alpes 2797,Concepción,8.0
Manuel Bayón 313,Talcahuano,8.0
Alonso de Ercilla 468,,
Arlegui 263,,5.0
Los Lingues,,
Darío Bastías,,
Los Militares 5001 of 501 Las Condes,Las Condes,13.0
pasaje central 242 villa gabriela mistral,,
Fundo Tacalcura LT 3B S N Ruta 5Km417 Rucapequen,,
1 norte 461 of 703 vina,,
Caupolicán 321,Concepción,8.0
Panamericana Norte 18900,,
Parlamento de Negrete 47,San Pedro de la Paz,8.0
Pasaje 14 casa 394 Brisas del Sol,,
Juan Macaya 65 San Vicente,,
España 205,,
BARROS ARANA 273,,
Blanco 1199  Piso 9,,
Acceso Cosmito Parcela 6 Lote B,Concepción,8.0
Salas 548,,
O'Higgins 1544,Hualpén,8.0
Víctor Lamas 401,Concepción,8.0
Volcan Nevado 1533 Jardin oriente,,
Av. Chile 77,,
Ercilla 53,Talcahuano,8.0
Parcela los peumos litral sn,,
Dr. Manuel Barros Borgoño 110,Providencia,13.0
AV Portal Libertador 357,,
Lote 13 Predio Los Placer SN,,
Miraflores,,
Lincoyán 110-198,,
Barros Arana 492,Concepción,8.0
Ercilla 53,,
Angol 1044,Concepción,8.0
Bernarda Morin 633,Concepción,8.0
Chacay,Hualpén,8.0
4603017 Hualpén,Hualpén,8.0
Lira 2320,,
Fresia 948 Llacolen,,
Ramón Carrasco 52,Concepción,8.0
Av Ohigggins 2436,,
Argentina 203,,
Colon 1699,,
El Maitén 002,,
Castellon 13 A,,
Concepción,Concepción,8.0
Parque Industrial la Madera sitio 70 y 80,,
Av. Las Golondrinas 922,,
Colón 3260,,
El Quillay,,
Almte. Latorre 1099,Talcahuano,8.0
Ejército 650,Concepción,8.0
Lazareto  7,,
Autopista Concepción - Talcahuano,Talcahuano,
Martinez de Rosas - Juan Martínez de Rozas 380,Concepción,8.0
Canelo 400-448,Talcahuano,8.0
Almte. Latorre 1291,Talcahuano,8.0
Pasaje Nevuco 589,,
Pilpilco 1154 La Floresta 2,,
Veintiuno de Mayo,,
jaime repullo 2047,,
Avda Santa Maria 7450,,
Avda. Collao 1202 Casilla 5-C,Concepción,8.0
Avenida 3495 Sector Las Salinas,Talcahuano,8.0
Colón 1038,,
Las Lilas 1141 Conjunto Pre Cordillera,,
Los amariles sin número pueblo seco,,
Marina Del Rey 1119,,
Calle Errazuriz Salinas 3345,,
Av. Las Acacias 02500,,
Pérez Rosales 640,,
Las Mercedes HJ Sur SN,,
Dario Bastias 5342 Villa Perales,,
Cam a Huape Km 9 Parc 36 Lote B,,
Av. Julio Hemmelmann,,
Los Cipreces 33 Villa Nonguen,,
ANGEL PARRA 782,,
Minas del Prado,,
3792407 Chillan,,
